"Result  :  Query Result"
"Save Time: 03/01/2019 13:31:42"

"User Name:xli"

"Total 13,675   Records"

"Start Time","Period","NE Name","ABCF","AAR Message Success Rate on A-BCF (%)","Number of AAA Messages Received by A-BCF (times)","Number of AAR Messages Sent by A-BCF (times)","Number of ABCF AAA Timeout Times (times)","Number of ABCF Dedicated Bearer Reestablishment Successes (times)","Number of ABCF Dedicated Bearer Reestablishment Times (times)","Number of A-BCF-Received AAA Messages Carrying DUPLICATED_AF_SESSION (times)","Number of A-BCF-Received AAA Messages Carrying FILTER_RESTRICTIONS (times)","Number of A-BCF-Received AAA Messages Carrying INVALID_SERVICE_INFORMATION (times)","Number of A-BCF-Received AAA Messages Carrying IP-CAN_SESSION_NOT_AVAILABLE (times)","Number of A-BCF-Received AAA Messages Carrying REQUESTED_SERVICE_NOT_AUTHORIZED (times)","Number of A-BCF-Received AAA Messages Carrying TEMPORARY_NETWORK_FAILURE (times)","Number of A-BCF-Received AAA Messages Carrying UNAUTHORIZED_NON_EMERGENCY_SESSION (times)","Number of ABCF-Received ASR Messages Before Call Answering (times)","Number of ABCF-Received ASR Messages Before Call Establishment (times)","Number of A-BCF-Received ASR Messages Carrying BEARER_RELEASED (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying BEARER_RELEASED During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_BEARER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying INSUFFICIENT_SERVER_RESOURCES During Calls (times)","Number of A-BCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Answering (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER Before Call Establishment (times)","Number of ABCF-Received ASR Messages Carrying PS_TO_CS_HANDOVER During Calls (times)","Number of ABCF-Received ASR Messages During Calls (times)","Number of A-BCF-Received ASR Messages for Session Release (times)","Number of A-BCF-Received RAR Messages Carrying BEARER_RELEASED (times)","Number of A-BCF-Received RAR Messages Carrying charging-correlaton-exchange (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-access-network-info-report (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-connection-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-failed-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-loss-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-recovery-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-release-of-bearer (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-resource-status (times)","Number of A-BCF-Received RAR Messages Carrying indication-of-successful-resource-allocation (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_BEARER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying INSUFFICIENT_SERVER_RESOURCES (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (times)","Number of A-BCF-Received RAR Messages Carrying ip-can-change (for Registered Users) (times)","Number of A-BCF-Received RAR Messages Carrying PS_TO_CS_HANDOVER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_ADMINISTRATIVE (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_BAD_ANSWER (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LINK_BROKEN (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_LOGOUT (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SERVICE_NOT_PROVIDED (times)","Number of A-BCF-Sent STR Messages Carrying DIAMETER_SESSION_TIMEOUT (times)","Number of ABCF STA Timeout Times (times)","Number of ASA Messages Sent by A-BCF (times)","Number of ASR Messages Received by A-BCF (times)","Number of Negative AAA Messages Received by A-BCF (times)","Number of Positive AAA Messages Received by A-BCF (times)","Number of RAA Messages Sent by A-BCF (times)","Number of RAR Messages Received by A-BCF (times)","Number of STA Messages Received by A-BCF (times)","Number of STR Messages Sent by A-BCF (times)"
02/24/2019 06:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.423,3639,3640,0,0,0,0,0,2,18,0,0,0,0,9,2,0,0,0,11,0,7,2,0,0,0,0,143,0,0,0,6,19,0,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,1868,96,0,0,162,162,20,3619,2396,2396,2583,2583
02/24/2019 06:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.523,3770,3770,0,0,0,0,0,0,18,0,0,0,1,8,3,1,0,0,9,0,8,1,0,0,0,0,166,0,0,0,1,19,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,2040,139,0,0,185,185,18,3752,2753,2753,2761,2761
02/24/2019 06:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.142,4312,4313,0,0,0,0,0,0,36,0,0,0,1,20,2,1,1,0,18,0,18,0,0,0,0,0,165,0,0,0,5,28,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,2219,126,0,0,193,193,36,4276,2824,2824,3116,3116
02/24/2019 06:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.692,3898,3900,0,0,0,0,0,0,10,0,0,0,1,12,3,0,1,2,12,1,10,0,0,0,0,0,146,0,0,0,6,20,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,2009,170,0,0,166,166,10,3888,2632,2632,2774,2774
02/24/2019 07:00:00,15,"rn2imsbc031","Entity name=ABCF",99.697,4955,4955,0,0,0,0,0,0,15,0,0,0,1,31,9,1,3,0,27,0,24,1,0,0,0,0,245,0,0,0,11,45,0,0,2526,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,2567,157,0,0,290,290,15,4940,3415,3415,3509,3510
02/24/2019 07:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.464,4473,4475,0,0,0,0,0,0,22,0,0,0,1,7,4,1,1,0,4,0,4,0,0,0,0,0,175,0,0,0,13,18,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,2318,138,0,0,193,193,22,4451,2988,2988,3240,3240
02/24/2019 07:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.816,4884,4885,0,0,0,0,0,0,8,0,0,0,0,13,1,0,1,0,11,0,10,1,0,0,0,0,201,0,0,0,4,14,0,0,2314,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,2592,143,0,0,215,215,8,4876,3469,3469,3458,3460
02/24/2019 07:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.178,5351,5352,0,0,0,0,0,0,43,0,0,0,0,17,2,0,1,0,14,0,14,0,0,0,0,0,215,0,0,0,3,21,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,2742,151,0,0,236,236,43,5308,3371,3371,3771,3771
02/24/2019 07:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.623,4510,4509,0,0,0,0,0,3,15,0,0,0,0,13,6,0,0,1,14,0,13,1,0,0,0,0,178,0,0,0,9,23,0,0,2192,0,0,0,0,0,0,0,0,0,0,0,0,726,0,1,2283,259,0,0,201,201,18,4492,3048,3048,3274,3275
02/24/2019 07:15:00,15,"rn2imsbc031","Entity name=ABCF",99.756,5335,5335,0,0,0,0,0,0,13,0,0,0,3,26,9,3,1,0,18,0,18,0,0,0,0,0,277,0,0,0,11,27,0,0,2751,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,2836,159,0,0,304,304,13,5322,3774,3774,3788,3789
02/24/2019 07:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.478,4980,4979,0,0,0,0,0,1,26,0,0,0,2,11,4,1,1,0,10,1,8,0,0,0,0,0,231,0,0,0,4,18,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,803,0,1,2539,144,0,0,249,249,27,4953,3304,3304,3490,3491
02/24/2019 07:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.681,6261,6263,0,0,0,0,0,1,17,0,0,0,1,26,3,0,1,0,23,1,22,0,0,0,0,0,277,0,0,0,7,29,0,0,2766,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,3488,182,0,0,306,306,18,6243,4524,4524,4547,4546
02/24/2019 07:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.337,6031,6031,0,0,0,0,0,0,40,0,0,0,0,17,3,0,1,1,17,0,16,1,0,0,0,0,275,0,0,0,9,27,0,0,2753,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,3166,158,0,0,302,302,40,5991,3847,3847,4281,4281
02/24/2019 07:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.592,5640,5640,0,0,0,0,0,0,23,0,0,0,2,32,7,1,4,0,24,1,22,1,0,0,0,0,257,0,0,0,10,42,0,0,2618,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,2981,157,0,0,299,299,23,5617,3758,3758,4029,4029
02/24/2019 07:30:00,15,"rn2imsbc031","Entity name=ABCF",99.725,6915,6917,0,0,0,0,0,0,17,0,0,0,2,30,13,0,2,2,25,2,20,2,0,0,0,0,388,0,0,0,7,41,0,0,3549,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,3524,221,0,0,429,429,17,6898,4777,4777,4821,4821
02/24/2019 07:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.704,6089,6090,0,0,0,0,0,2,15,0,0,0,4,16,10,2,3,1,18,2,11,3,0,0,0,0,303,0,0,0,16,34,0,0,2939,0,0,0,0,0,0,0,0,0,0,0,0,943,0,1,3186,188,0,0,337,337,17,6072,4105,4105,4325,4326
02/24/2019 07:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.647,7654,7653,0,0,0,0,0,0,28,0,0,0,1,27,5,0,3,0,22,1,21,0,0,0,0,0,389,0,0,0,8,32,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,4137,213,0,0,421,421,28,7626,5373,5373,5368,5369
02/24/2019 07:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.519,7900,7900,0,0,0,0,0,3,35,0,0,0,2,26,6,2,2,0,21,0,21,0,0,0,0,0,389,0,0,0,4,36,0,0,3613,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,4059,239,0,0,425,425,38,7862,5032,5032,5522,5523
02/24/2019 07:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.579,7355,7358,0,0,0,0,0,2,26,0,0,0,1,44,5,0,2,1,42,1,40,1,0,0,0,0,307,0,0,0,7,55,0,0,3372,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,3928,202,0,0,362,362,28,7327,4955,4955,5277,5277
02/24/2019 07:45:00,15,"rn2imsbc031","Entity name=ABCF",99.807,8790,8788,0,0,0,0,0,0,19,0,0,0,3,34,10,0,1,2,33,3,23,3,0,0,0,0,507,0,0,0,15,50,0,0,4522,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,1,4570,258,0,0,557,557,19,8771,6072,6072,6144,6145
02/24/2019 07:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.679,8093,8093,0,0,0,0,0,1,25,0,0,0,1,21,8,0,2,1,19,1,17,0,0,0,0,0,383,0,0,1,11,37,0,0,3875,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,1,4419,206,0,0,420,420,26,8067,5408,5408,5750,5751
02/24/2019 07:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.822,10085,10086,0,0,0,0,0,1,16,0,0,0,4,33,6,1,1,0,30,2,28,0,0,0,0,0,510,1,0,0,17,45,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,5355,296,0,0,555,555,17,10068,7115,7115,7048,7048
02/24/2019 07:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.671,10016,10018,0,0,0,0,0,2,29,0,0,0,2,36,9,2,2,1,31,0,30,1,0,0,0,0,511,0,0,0,11,48,0,0,4501,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,5296,284,0,0,559,559,31,9985,6314,6314,7074,7073
02/24/2019 07:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.657,9039,9041,0,0,0,0,0,3,26,0,0,0,2,51,12,2,2,2,44,0,42,1,0,0,0,0,422,0,0,0,14,65,0,0,4386,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,1,4683,315,0,0,487,487,29,9010,6008,6008,6399,6401
02/24/2019 08:00:00,15,"rn2imsbc031","Entity name=ABCF",99.746,11408,11410,0,0,0,0,0,1,26,0,0,0,5,34,16,2,3,1,30,3,25,1,0,0,0,0,659,0,0,0,22,48,0,0,6042,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,5781,371,0,0,707,707,27,11381,7878,7878,7864,7865
02/24/2019 08:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.633,10628,10629,0,0,0,0,0,2,36,0,0,0,5,31,19,3,1,1,30,2,22,6,0,0,0,0,570,0,0,0,20,64,0,0,5109,0,0,0,0,0,0,0,0,0,0,0,0,1558,0,0,5586,343,0,0,634,634,38,10590,6930,6930,7496,7496
02/24/2019 08:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.825,13170,13172,0,0,0,0,0,2,19,0,0,0,2,45,9,2,5,0,38,0,37,1,0,0,0,0,642,0,0,0,18,53,0,0,6523,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,1,6767,377,0,0,695,695,21,13149,9089,9089,9018,9018
02/24/2019 08:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.719,12461,12463,0,0,0,0,0,2,31,0,0,0,2,36,7,2,3,1,29,0,29,0,0,0,0,0,670,0,0,0,15,44,0,0,5897,0,0,0,0,0,0,0,0,0,0,0,0,1879,0,0,6264,427,0,0,714,714,33,12428,7751,7751,8583,8583
02/24/2019 08:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.738,11460,11458,0,0,0,0,0,4,28,0,0,0,4,66,11,0,3,4,64,4,55,4,0,0,0,0,609,0,0,0,31,92,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,1,5942,376,0,0,701,701,32,11428,7470,7470,8030,8032
02/24/2019 08:15:00,15,"rn2imsbc031","Entity name=ABCF",99.788,14131,14132,0,0,0,0,0,1,27,0,0,0,2,59,22,2,2,1,56,0,41,10,0,0,0,0,891,0,0,0,25,84,0,0,7390,0,0,0,0,0,0,0,0,0,0,0,0,2074,0,0,7228,459,0,0,975,975,29,14102,9743,9743,9769,9768
02/24/2019 08:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.675,12609,12612,0,0,0,0,0,1,37,0,0,0,4,35,15,2,3,3,36,2,26,7,0,0,0,0,662,0,0,0,24,57,0,0,6230,0,0,0,0,0,0,0,0,0,0,0,0,1834,0,0,6488,405,0,0,719,719,38,12571,8137,8137,8738,8740
02/24/2019 08:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.869,16085,16086,0,0,0,0,0,2,18,0,0,0,2,53,12,2,2,4,45,0,44,1,0,0,0,0,938,0,0,0,24,68,0,0,8198,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,1,8204,540,0,0,1006,1006,20,16065,11047,11047,11048,11049
02/24/2019 08:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.636,16505,16504,0,0,0,0,0,3,57,0,0,0,2,55,18,2,8,6,46,0,44,1,0,0,0,0,904,0,0,0,20,76,0,0,7408,0,0,0,0,0,0,0,0,0,0,0,0,2263,1,0,8804,516,0,0,980,980,61,16444,10639,10639,11597,11597
02/24/2019 08:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.647,14462,14466,0,0,0,0,0,1,44,0,0,0,3,61,10,1,5,3,52,2,45,4,0,0,0,0,807,0,0,0,33,71,0,0,6958,0,0,0,0,0,0,0,0,0,0,0,0,2081,0,0,7604,437,0,0,878,878,47,14415,9514,9514,10144,10143
02/24/2019 08:30:00,15,"rn2imsbc031","Entity name=ABCF",99.776,17854,17858,0,0,0,0,0,1,35,0,0,0,5,83,31,4,6,3,58,1,47,2,0,0,0,0,1163,0,0,0,34,102,0,0,9779,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,8734,608,0,0,1265,1265,36,17818,12106,12106,12105,12105
02/24/2019 08:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.387,15496,15500,0,0,0,0,0,36,55,0,0,0,5,42,22,4,1,5,41,1,32,5,0,0,0,0,869,0,0,0,44,68,0,0,7779,0,0,0,0,0,0,0,0,0,0,0,0,2381,10,0,7853,429,0,0,937,937,91,15405,9987,9987,10701,10701
02/24/2019 08:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.761,20505,20507,0,0,0,0,0,3,44,0,0,0,8,61,12,7,3,0,50,1,49,0,0,0,0,0,1176,0,0,0,19,75,0,0,10600,0,0,0,0,0,0,0,0,0,0,0,0,3062,0,0,10253,627,0,0,1251,1251,47,20458,13921,13921,13956,13958
02/24/2019 08:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.597,20075,20077,0,0,0,0,0,5,74,0,0,0,2,55,12,1,5,1,46,1,45,0,0,0,0,0,1094,0,0,0,31,73,0,0,9316,0,0,0,0,0,0,0,0,0,0,0,0,2838,0,3,10495,612,0,0,1167,1167,79,19996,12535,12535,13971,13975
02/24/2019 08:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.641,17814,17818,0,0,0,0,0,2,58,0,0,0,2,66,16,2,7,1,51,0,47,3,0,0,0,0,1059,0,0,0,21,75,0,0,8862,0,0,0,0,0,0,0,0,0,0,0,0,2661,0,0,9062,571,0,0,1134,1134,60,17754,11545,11545,12309,12310
02/24/2019 08:45:00,15,"rn2imsbc031","Entity name=ABCF",99.755,21652,21652,0,0,0,0,0,3,50,0,0,0,7,90,39,2,11,4,69,5,53,3,0,0,0,0,1449,0,0,0,44,110,0,0,11927,0,0,0,0,0,0,0,0,0,0,0,0,3174,1,0,10584,709,0,0,1559,1559,53,21599,14357,14357,14496,14497
02/24/2019 08:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.663,19555,19556,0,0,0,0,0,7,58,0,0,0,4,83,24,3,6,4,73,1,63,6,0,0,0,0,1129,0,0,0,38,112,0,0,9830,0,0,0,0,0,0,0,0,0,0,0,0,2917,0,3,9817,680,0,0,1241,1241,65,19490,12457,12457,13436,13439
02/24/2019 08:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.834,25250,25256,0,0,0,0,0,1,35,0,0,0,3,83,14,2,7,5,71,1,68,1,0,0,0,0,1518,0,0,0,26,92,0,0,13207,0,0,0,0,0,0,0,0,0,0,0,0,3666,0,1,12386,757,0,0,1610,1610,36,25214,16926,16926,16828,16830
02/24/2019 08:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.667,24004,24008,0,0,0,0,0,0,76,0,0,0,0,78,23,0,9,7,60,0,60,0,1,0,1,0,1466,0,0,0,35,100,0,0,11473,0,0,0,0,0,0,0,0,0,0,0,0,3576,0,1,12089,719,0,0,1566,1566,76,23928,14780,14780,16406,16408
02/24/2019 08:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.721,21531,21531,0,0,0,0,0,2,58,0,0,0,5,94,19,4,5,4,85,1,78,4,0,0,0,0,1253,0,0,0,36,114,0,0,11018,0,0,0,0,0,0,0,0,0,0,0,0,3172,0,0,10661,703,0,0,1367,1367,60,21471,13639,13639,14560,14561
02/24/2019 09:00:00,15,"rn2imsbc031","Entity name=ABCF",99.74,27663,27665,0,0,0,0,0,3,65,0,0,0,7,111,48,4,14,3,74,3,56,8,0,0,0,0,1946,0,0,0,40,131,0,0,15397,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,2,13541,1117,0,0,2077,2077,70,27593,18599,18599,18679,18681
02/24/2019 09:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.592,23739,23746,0,0,0,0,0,16,74,0,0,0,14,83,28,3,6,3,85,11,63,5,0,0,0,0,1412,0,0,0,48,123,0,0,12358,0,0,0,0,0,0,0,0,0,0,0,0,3563,0,0,11690,792,0,0,1535,1535,90,23649,14991,14991,16076,16078
02/24/2019 09:00:00,15,"lpzg1imsbc007","Entity name=ABCF",99.799,31286,31290,0,0,0,0,0,3,56,0,0,0,4,108,23,2,11,6,89,2,84,2,0,0,0,0,2045,0,0,3,33,121,0,0,16491,0,0,0,0,0,0,0,0,0,0,0,0,4457,0,0,15403,1087,0,0,2166,2166,59,31227,20946,20946,20968,20967
02/24/2019 09:00:00,15,"hmbg6imsbc007","Entity name=ABCF",99.604,29308,29313,0,0,0,0,0,3,108,0,0,0,8,89,40,5,14,11,75,3,68,1,0,0,0,0,1872,0,0,1,62,126,0,0,14599,0,0,0,0,0,0,0,0,0,0,0,0,4453,0,2,14346,998,0,0,1998,1998,111,29197,17867,17867,19842,19845
02/24/2019 09:00:00,15,"mnch4imsbc007","Entity name=ABCF",99.67,26348,26354,0,0,0,0,0,5,76,0,0,0,7,97,24,3,5,9,94,4,81,5,0,0,0,0,1537,0,0,0,62,128,0,0,13508,0,0,0,0,0,0,0,0,0,0,0,0,3954,1,2,13121,913,0,0,1665,1665,81,26267,16869,16869,18034,18037
02/24/2019 09:15:00,15,"rn2imsbc031","Entity name=ABCF",99.702,32895,32901,0,0,0,0,0,1,91,0,0,0,19,137,64,6,8,6,121,13,87,10,0,0,0,0,2335,0,0,0,74,197,0,0,18431,0,0,0,0,0,0,0,0,0,0,0,0,4972,0,0,15908,1262,0,0,2532,2532,92,32803,21883,21883,22186,22187
02/24/2019 09:15:00,15,"ofbh1imsbc007","Entity name=ABCF",99.593,28253,28256,0,0,0,0,0,6,106,0,0,0,3,101,41,1,16,5,75,2,57,9,0,0,0,0,1741,0,0,0,59,134,0,0,14493,0,0,0,0,0,0,0,0,0,0,0,0,4239,0,2,14116,841,0,0,1875,1875,112,28141,17644,17644,19232,19234
02/24/2019 09:15:00,15,"lpzg1imsbc007","Entity name=ABCF",99.784,37118,37121,0,0,0,0,0,2,75,0,0,0,8,129,23,6,6,4,113,2,110,1,0,0,0,0,2387,0,0,0,53,143,0,0,19687,0,0,0,0,0,0,0,0,0,0,0,0,5292,3,0,18164,1309,0,0,2530,2530,77,37041,24673,24673,24815,24815
02/24/2019 09:15:00,15,"hmbg6imsbc007","Entity name=ABCF",99.524,33592,33600,0,0,0,0,0,11,140,0,0,0,7,116,31,6,14,8,94,1,91,2,0,0,0,0,2084,0,0,0,65,141,0,0,16687,0,0,0,0,0,0,0,0,0,0,0,0,5183,0,0,16544,1111,0,0,2225,2225,152,33440,20221,20221,22886,22890
02/24/2019 09:15:00,15,"mnch4imsbc007","Entity name=ABCF",99.609,30470,30471,0,0,0,0,0,1,117,0,0,0,7,165,35,2,16,7,131,5,114,5,0,0,0,0,1875,0,0,0,52,180,0,0,15831,0,0,0,0,0,0,0,0,0,0,0,0,4679,0,1,15031,1096,0,0,2055,2055,118,30352,19309,19309,20845,20845
02/24/2019 09:30:00,15,"rn2imsbc031","Entity name=ABCF",99.75,38065,38070,0,0,0,0,0,3,87,0,0,0,20,237,85,6,19,8,191,14,137,23,0,0,0,0,2708,0,0,0,93,282,0,0,21470,0,0,0,0,0,0,0,0,0,0,0,0,5788,1,0,18392,1346,0,0,2990,2990,90,37975,25165,25165,25576,25576
02/24/2019 09:30:00,15,"ofbh1imsbc007","Entity name=ABCF",99.59,32192,32197,0,0,0,0,0,3,124,0,0,0,13,177,49,2,12,12,157,11,123,13,0,0,0,0,2111,0,0,0,79,212,0,0,17006,0,0,0,0,0,0,0,0,0,0,0,0,5004,0,0,15823,1115,0,0,2323,2323,127,32065,20275,20275,21983,21982
02/24/2019 09:30:00,15,"lpzg1imsbc007","Entity name=ABCF",99.772,42982,42983,0,0,0,0,0,4,93,0,0,0,1,146,25,1,8,6,127,0,120,4,1,0,1,0,2891,0,0,0,72,165,0,0,23097,0,0,0,0,0,0,0,0,0,0,0,0,6128,0,1,21009,1476,0,0,3056,3056,97,42885,28554,28554,28664,28668
02/24/2019 09:30:00,15,"hmbg6imsbc007","Entity name=ABCF",99.627,38895,38897,0,0,0,0,0,4,139,0,0,0,5,151,35,4,13,11,122,1,120,0,0,0,0,0,2514,0,0,1,56,172,0,0,19776,0,0,0,0,0,0,0,0,0,0,0,0,6025,0,2,18966,1266,0,0,2686,2686,143,38752,23496,23496,26299,26300
02/24/2019 09:30:00,15,"mnch4imsbc007","Entity name=ABCF",99.579,35145,35150,1,0,0,0,0,4,139,0,0,0,8,164,39,3,21,3,136,5,121,8,0,0,0,0,2238,0,0,0,65,188,0,0,18552,0,0,0,0,0,0,0,0,0,0,0,0,5485,1,0,17006,1284,0,1,2426,2426,143,35002,22145,22145,23820,23823
02/24/2019 09:45:00,15,"rn2imsbc031","Entity name=ABCF",99.694,43482,43485,0,0,0,0,0,1,128,0,0,0,18,197,100,9,23,10,143,9,105,14,0,0,0,0,3156,0,0,0,93,253,0,0,24788,0,0,0,0,0,0,0,0,0,0,0,0,6431,0,1,21130,1505,0,0,3409,3409,130,43352,28745,28745,29111,29113
02/24/2019 09:45:00,15,"ofbh1imsbc007","Entity name=ABCF",99.65,36568,36576,0,0,0,0,0,4,116,0,0,0,10,158,52,5,10,8,133,5,103,11,0,0,0,0,2473,0,0,0,77,190,0,0,19457,0,0,0,0,0,0,0,0,0,0,0,0,5585,0,1,17913,1272,0,0,2663,2663,120,36448,22853,22853,24808,24813
02/24/2019 09:45:00,15,"lpzg1imsbc007","Entity name=ABCF",99.77,47302,47305,0,0,0,0,0,6,100,0,0,0,7,216,37,7,16,5,188,0,179,5,0,0,0,0,3089,0,0,0,73,234,0,0,25673,0,0,0,0,0,0,0,0,0,0,0,0,6926,0,1,22987,1672,0,0,3323,3323,106,47196,31286,31286,31645,31646
02/24/2019 09:45:00,15,"hmbg6imsbc007","Entity name=ABCF",99.612,45074,45081,0,0,0,0,0,7,161,0,0,0,7,166,32,5,12,7,148,2,137,6,0,0,0,0,2928,0,0,2,82,197,0,0,22961,0,0,0,0,0,0,0,0,0,0,0,0,7099,0,4,21596,1541,0,0,3125,3125,168,44906,27118,27118,30294,30299
02/24/2019 09:45:00,15,"mnch4imsbc007","Entity name=ABCF",99.67,39405,39421,0,0,0,0,0,4,110,0,0,0,13,215,53,7,19,9,185,6,167,6,0,0,0,0,2601,0,0,0,78,249,0,0,20637,0,0,0,0,0,0,0,0,0,0,0,0,6023,0,1,19584,1318,0,0,2850,2850,114,39291,24720,24720,26981,26981
02/24/2019 10:00:00,15,"rn2imsbc031","Entity name=ABCF",99.715,49193,49196,0,0,0,0,0,3,131,0,0,0,19,249,89,7,16,8,208,12,163,17,0,0,0,0,3496,0,0,0,105,307,0,0,28167,0,0,0,0,0,0,0,0,0,0,0,0,7498,0,2,23434,1750,0,0,3803,3803,137,49056,32194,32194,32749,32749
02/24/2019 10:00:00,15,"ofbh1imsbc007","Entity name=ABCF",99.635,41371,41381,0,0,0,0,0,4,137,0,0,0,18,170,75,7,18,12,149,11,114,16,0,0,0,0,2694,0,0,0,94,230,0,0,22252,0,0,0,0,0,0,0,0,0,0,0,0,6364,0,0,20034,1426,0,0,2924,2924,141,41230,25931,25931,27878,27878
